	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV6238	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Leptospora	Leptospora rubella
ASV6239	Fungi	NA	NA	NA	NA	NA	NA
ASV6240	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	NA	NA	NA
ASV6241	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Lepiota	NA
ASV6242	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
ASV6243	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
ASV6244	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	NA	NA
ASV6245	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
ASV6246	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA
ASV6247	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	NA
ASV6248	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	NA	NA
ASV6249	NA	NA	NA	NA	NA	NA	NA
ASV6250	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV6251	NA	NA	NA	NA	NA	NA	NA
ASV6252	Fungi	NA	NA	NA	NA	NA	NA
ASV6253	Fungi	NA	NA	NA	NA	NA	NA
ASV6254	Fungi	Glomeromycota	NA	NA	NA	NA	NA
ASV6255	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
ASV6256	NA	NA	NA	NA	NA	NA	NA
ASV6257	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	NA	NA	NA
ASV6258	Amoebozoa	NA	NA	NA	NA	NA	NA
ASV6259	Fungi	Chytridiomycota	Cladochytriomycetes	Cladochytriales	NA	Catenochytridium	NA
ASV6260	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidium	NA
ASV6261	Fungi	NA	NA	NA	NA	NA	NA
ASV6262	Fungi	NA	NA	NA	NA	NA	NA
ASV6263	Fungi	NA	NA	NA	NA	NA	NA
ASV6264	NA	NA	NA	NA	NA	NA	NA
ASV6265	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
ASV6266	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	NA	NA	NA
ASV6267	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Xylaria	NA
ASV6268	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Monocillium	Monocillium indicum
ASV6269	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Dissoconiaceae	Uwebraunia	Uwebraunia dekkeri
ASV6270	Fungi	Ascomycota	Orbiliomycetes	NA	NA	NA	NA
ASV6271	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
ASV6272	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Subulicystidium	Subulicystidium perlongisporum
ASV6273	Fungi	NA	NA	NA	NA	NA	NA
ASV6274	NA	NA	NA	NA	NA	NA	NA
ASV6275	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	NA
ASV6276	NA	NA	NA	NA	NA	NA	NA
ASV6277	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV6278	Fungi	NA	NA	NA	NA	NA	NA
ASV6279	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA
ASV6280	NA	NA	NA	NA	NA	NA	NA
ASV6281	NA	NA	NA	NA	NA	NA	NA
ASV6282	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Melanocarpus	Melanocarpus albomyces
ASV6283	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Ganodermataceae	NA	NA
ASV6284	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Arthrobotrys	Arthrobotrys multiformis
ASV6285	NA	NA	NA	NA	NA	NA	NA
ASV6286	Fungi	Glomeromycota	NA	NA	NA	NA	NA
ASV6287	NA	NA	NA	NA	NA	NA	NA
ASV6288	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Clavaria	NA
ASV6289	Fungi	NA	NA	NA	NA	NA	NA
ASV6290	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Periconiaceae	Periconia	Periconia pseudobyssoides
ASV6292	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	NA	NA
ASV6293	Fungi	Ascomycota	Sordariomycetes	Trichosphaeriales	Trichosphaeriaceae	Nigrospora	NA
ASV6294	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	NA	NA	NA
ASV6295	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	NA	NA
ASV6296	Fungi	Chytridiomycota	NA	NA	NA	NA	NA
ASV6297	Fungi	NA	NA	NA	NA	NA	NA
ASV6298	Fungi	NA	NA	NA	NA	NA	NA
ASV6299	Fungi	NA	NA	NA	NA	NA	NA
ASV6300	Fungi	NA	NA	NA	NA	NA	NA
ASV6301	NA	NA	NA	NA	NA	NA	NA
ASV6302	Fungi	Ascomycota	Eurotiomycetes	NA	NA	NA	NA
ASV6303	NA	NA	NA	NA	NA	NA	NA
ASV6304	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Arnium	NA
ASV6305	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetaceae	Gaertneriomyces	Gaertneriomyces tenuis
ASV6306	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces columbiensis
ASV6307	NA	NA	NA	NA	NA	NA	NA
ASV6308	NA	NA	NA	NA	NA	NA	NA
ASV6309	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	NA
ASV6310	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis	NA
ASV6311	NA	NA	NA	NA	NA	NA	NA
ASV6312	NA	NA	NA	NA	NA	NA	NA
ASV6313	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
ASV6314	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	Oidiodendron	NA
ASV6315	Fungi	NA	NA	NA	NA	NA	NA
ASV6316	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellaceae	Craterellus	NA
ASV6317	NA	NA	NA	NA	NA	NA	NA
ASV6318	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV6319	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA
ASV6320	NA	NA	NA	NA	NA	NA	NA
ASV6321	NA	NA	NA	NA	NA	NA	NA
ASV6322	NA	NA	NA	NA	NA	NA	NA
ASV6323	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Cladorrhinum	Cladorrhinum bulbillosum
ASV6324	NA	NA	NA	NA	NA	NA	NA
ASV6325	Fungi	Ascomycota	Sordariomycetes	Xylariales	Microdochiaceae	Microdochium	NA
ASV6326	NA	NA	NA	NA	NA	NA	NA
ASV6327	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA
ASV6328	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
ASV6329	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium	Metarhizium marquandii
ASV6330	Fungi	NA	NA	NA	NA	NA	NA
ASV6331	NA	NA	NA	NA	NA	NA	NA
ASV6332	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus nidulans
ASV6333	Fungi	NA	NA	NA	NA	NA	NA
ASV6334	Fungi	Ascomycota	Sordariomycetes	Ophiostomatales	Ophiostomataceae	Ophiostoma	Ophiostoma novae-zelandiae
ASV6335	Fungi	Ascomycota	Leotiomycetes	NA	NA	NA	NA
ASV6336	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Ganodermataceae	Perenniporia	NA
ASV6337	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	NA	NA
ASV6338	NA	NA	NA	NA	NA	NA	NA
ASV6339	NA	NA	NA	NA	NA	NA	NA
ASV6340	Fungi	Ascomycota	Archaeorhizomycetes	NA	NA	NA	NA
ASV6341	NA	NA	NA	NA	NA	NA	NA
ASV6342	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV6343	NA	NA	NA	NA	NA	NA	NA
ASV6344	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Clitopilus	NA
ASV6345	Fungi	NA	NA	NA	NA	NA	NA
ASV6346	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Botryobasidiaceae	NA	NA
ASV6347	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	NA	NA
ASV6348	Fungi	NA	NA	NA	NA	NA	NA
ASV6349	Fungi	Ascomycota	Dothideomycetes	Venturiales	NA	NA	NA
ASV6350	NA	NA	NA	NA	NA	NA	NA
ASV6351	NA	NA	NA	NA	NA	NA	NA
ASV6352	Fungi	NA	NA	NA	NA	NA	NA
ASV6353	Fungi	NA	NA	NA	NA	NA	NA
ASV6354	Fungi	NA	NA	NA	NA	NA	NA
ASV6355	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	NA	NA
ASV6356	Fungi	NA	NA	NA	NA	NA	NA
ASV6357	NA	NA	NA	NA	NA	NA	NA
ASV6358	NA	NA	NA	NA	NA	NA	NA
ASV6359	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lyophyllaceae	Termitomyces	NA
ASV6360	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	NA
ASV6361	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Bionectria	Bionectria pityrodes
ASV6362	NA	NA	NA	NA	NA	NA	NA
ASV6363	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV6364	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Exidiaceae	Eichleriella	Eichleriella tenuicula
ASV6365	NA	NA	NA	NA	NA	NA	NA
ASV6366	Fungi	Ascomycota	Dothideomycetes	Venturiales	NA	NA	NA
ASV6367	Fungi	Basidiomycota	NA	NA	NA	NA	NA
ASV6368	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	NA	NA	NA
ASV6369	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
ASV6370	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV6371	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Paracremonium	Paracremonium inflatum
ASV6372	NA	NA	NA	NA	NA	NA	NA
ASV6373	Fungi	NA	NA	NA	NA	NA	NA
ASV6374	NA	NA	NA	NA	NA	NA	NA
ASV6375	NA	NA	NA	NA	NA	NA	NA
ASV6376	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	NA	NA	NA
ASV6377	NA	NA	NA	NA	NA	NA	NA
ASV6378	NA	NA	NA	NA	NA	NA	NA
ASV6379	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
ASV6380	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
ASV6381	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Rhynchogastremataceae	Papiliotrema	NA
ASV6382	NA	NA	NA	NA	NA	NA	NA
ASV6383	Fungi	NA	NA	NA	NA	NA	NA
ASV6384	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
ASV6385	NA	NA	NA	NA	NA	NA	NA
ASV6386	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
ASV6387	Fungi	Chytridiomycota	NA	NA	NA	NA	NA
ASV6388	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Periconiaceae	Periconia	Periconia macrospinosa
ASV6389	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV6390	NA	NA	NA	NA	NA	NA	NA
ASV6391	NA	NA	NA	NA	NA	NA	NA
ASV6392	Fungi	NA	NA	NA	NA	NA	NA
ASV6393	NA	NA	NA	NA	NA	NA	NA
ASV6394	Fungi	Ascomycota	Archaeorhizomycetes	NA	NA	NA	NA
ASV6395	NA	NA	NA	NA	NA	NA	NA
ASV6396	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
ASV6397	NA	NA	NA	NA	NA	NA	NA
ASV6398	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	NA	NA
ASV6399	Fungi	Ascomycota	Eurotiomycetes	Onygenales	NA	Chrysosporium	NA
ASV6400	Fungi	Glomeromycota	Glomeromycetes	Glomerales	NA	NA	NA
ASV6401	NA	NA	NA	NA	NA	NA	NA
ASV6402	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
ASV6403	NA	NA	NA	NA	NA	NA	NA
ASV6404	Fungi	NA	NA	NA	NA	NA	NA
ASV6405	NA	NA	NA	NA	NA	NA	NA
ASV6406	NA	NA	NA	NA	NA	NA	NA
ASV6407	Fungi	Glomeromycota	NA	NA	NA	NA	NA
ASV6408	Fungi	NA	NA	NA	NA	NA	NA
ASV6409	Fungi	Ascomycota	Sordariomycetes	Microascales	Halosphaeriaceae	Halosarpheia	Halosarpheia japonica
ASV6410	Fungi	Ascomycota	Sordariomycetes	Xylariales	NA	NA	NA
ASV6411	Fungi	NA	NA	NA	NA	NA	NA
ASV6412	NA	NA	NA	NA	NA	NA	NA
ASV6413	NA	NA	NA	NA	NA	NA	NA
ASV6414	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	NA
ASV6415	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
ASV6416	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
ASV6417	Fungi	NA	NA	NA	NA	NA	NA
ASV6418	NA	NA	NA	NA	NA	NA	NA
ASV6419	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Parabambusicolaceae	Aquastroma	Aquastroma magniostiolatum
ASV6420	NA	NA	NA	NA	NA	NA	NA
ASV6421	NA	NA	NA	NA	NA	NA	NA
ASV6422	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	NA	NA
ASV6423	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Leucoagaricus	NA
ASV6424	Fungi	Glomeromycota	NA	NA	NA	NA	NA
ASV6425	Fungi	Chytridiomycota	Cladochytriomycetes	Cladochytriales	Nowakowskiellaceae	Nowakowskiella	NA
ASV6426	Fungi	Glomeromycota	NA	NA	NA	NA	NA
ASV6427	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Phialomyces	NA
ASV6428	Fungi	Ascomycota	Eurotiomycetes	NA	NA	NA	NA
ASV6429	Fungi	Mucoromycota	NA	NA	NA	NA	NA
ASV6430	Fungi	Chytridiomycota	NA	NA	NA	NA	NA
ASV6431	Fungi	NA	NA	NA	NA	NA	NA
ASV6432	NA	NA	NA	NA	NA	NA	NA
ASV6433	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Pseudocercospora	NA
ASV6434	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Niessliaceae	Niesslia	NA
ASV6435	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycopsidaceae	Saccharomycopsis	Saccharomycopsis schoenii
ASV6436	Fungi	NA	NA	NA	NA	NA	NA
ASV6437	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum conoides
ASV6438	Fungi	Chytridiomycota	Rhizophlyctidomycetes	Rhizophlyctidales	Rhizophlyctidaceae	Rhizophlyctis	Rhizophlyctis rosea
ASV6439	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Forliomyces	Forliomyces uniseptata
ASV6440	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium raperi
ASV6441	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Cryptococcus	NA
ASV6442	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
ASV6443	Fungi	NA	NA	NA	NA	NA	NA
ASV6444	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV6445	NA	NA	NA	NA	NA	NA	NA
ASV6446	Fungi	NA	NA	NA	NA	NA	NA
ASV6447	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	NA	Entrophospora	NA
ASV6448	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Bolbitius	Bolbitius coprophilus
ASV6449	NA	NA	NA	NA	NA	NA	NA
ASV6450	Fungi	NA	NA	NA	NA	NA	NA
ASV6451	NA	NA	NA	NA	NA	NA	NA
ASV6452	Fungi	NA	NA	NA	NA	NA	NA
ASV6453	Fungi	Chytridiomycota	Cladochytriomycetes	Cladochytriales	NA	NA	NA
ASV6454	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Marasmius	NA
ASV6455	Fungi	Ascomycota	Orbiliomycetes	NA	NA	NA	NA
ASV6456	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Clitopilus	NA
ASV6457	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Massarinaceae	Stagonospora	NA
ASV6458	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
ASV6459	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA
ASV6460	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Agaricus	Agaricus pallidobrunneus
ASV6461	NA	NA	NA	NA	NA	NA	NA
ASV6462	Fungi	NA	NA	NA	NA	NA	NA
ASV6463	Fungi	NA	NA	NA	NA	NA	NA
ASV6464	NA	NA	NA	NA	NA	NA	NA
ASV6465	Fungi	Ascomycota	Sordariomycetes	Microascales	NA	NA	NA
ASV6466	NA	NA	NA	NA	NA	NA	NA
ASV6467	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Penicillifer	Penicillifer diparietisporus
ASV6468	Fungi	Glomeromycota	NA	NA	NA	NA	NA
ASV6469	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
ASV6470	Fungi	NA	NA	NA	NA	NA	NA
ASV6471	Rhizaria	NA	NA	NA	NA	NA	NA
ASV6472	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	NA	NA
ASV6473	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Hypoxylon	Hypoxylon jaklitschii
ASV6474	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Xanthothecium	Xanthothecium peruvianum
ASV6475	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma chlorosporum
ASV6476	NA	NA	NA	NA	NA	NA	NA
ASV6477	NA	NA	NA	NA	NA	NA	NA
ASV6478	Fungi	NA	NA	NA	NA	NA	NA
ASV6479	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	NA	NA	NA
ASV6480	Fungi	NA	NA	NA	NA	NA	NA
ASV6481	Fungi	NA	NA	NA	NA	NA	NA
ASV6482	NA	NA	NA	NA	NA	NA	NA
ASV6483	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	NA	NA
ASV6484	NA	NA	NA	NA	NA	NA	NA
ASV6485	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
ASV6486	NA	NA	NA	NA	NA	NA	NA
ASV6487	Fungi	NA	NA	NA	NA	NA	NA
ASV6488	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	NA
